Unnamed: 0,Performances,SMILES,Length,ElementTypes
4643,0.941866,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4644,0.921062,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4645,0.960244,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4646,0.910733,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4647,0.945758,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4648,0.869342,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4649,0.532132,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4650,0.900049,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4651,0.874472,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4652,0.855196,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4653,0.908328,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4654,0.930847,[Cu].n1ccc(cc1)c1ccncc1,23,3.0
4655,1.179355,[Cu].n1ccc(cc1)c1cccc(c1)C1=NN=N[N]1,36,3.0
4656,1.342788,[Cu].n1ccc(cc1)C1=NN=N[N]1,26,3.0
4657,0.845539,[Cu].n1ccc(cc1)C1=NN=N[N]1,26,3.0
4658,1.348793,[Cu].n1ccc(cc1)C1=NN=N[N]1,26,3.0
4659,0.880979,[Cu].n1ccc(cc1)C1=NN=C([N]1)c1cnccn1,36,3.0
4660,1.521272,[Cu].n1ccc(cc1)C1=NN=C([N]1)c1ccncc1,36,3.0
4661,0.979626,[Cu].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,100,3.0
4662,0.872507,[Cu].n1ccc(cc1)C=Nc1cccc2c1cccc2N=Cc1ccncc1,43,3.0
4663,0.934039,[Cu].n1ccc(cc1)C=Cc1ccncc1,26,3.0
4664,0.974171,[Cu].n1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccncc1,39,3.0
4665,0.669345,[Cu].n1ccc(cc1)[N][N]c1ccncc1,29,3.0
4666,0.981323,[Cu].c1ncn(c1)Cn1cncc1,22,3.0
4667,1.035423,[Cu].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,33,3.0
4668,0.858051,[Cu].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,33,3.0
4669,0.606205,[Cu].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,33,3.0
4670,0.846225,[Cu].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,33,3.0
4671,0.84676,[Cu].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,43,3.0
4672,0.921662,[Cu].c1ncn(c1)c1ccc(cc1)n1cncc1,31,3.0
4673,0.953582,[Cu].c1ncn(c1)c1ccc(cc1)n1cncc1,31,3.0
4674,0.940991,[Cu].c1ncn(c1)c1ccc(cc1)n1cncc1,31,3.0
4675,0.876384,[Cu].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,40,3.0
4676,1.511629,[Cu].c1cnc2c(c1)c1cccnc1cc2,27,3.0
4677,0.548501,[Cu].c1ccncn1,13,3.0
4678,0.708444,[Cu].c1ccc2c(c1)nccn2,21,3.0
4679,2.776143,[Cu].c1ccc2c(c1)N=C[N]2,23,3.0
4680,0.682083,[Cu].c1ccc2c(c1)c(c1ccncc1)c1c(c2c2ccncc2)cccc1,47,3.0
4681,0.776027,[Cu].c1ccc2c(c1)c(c1ccncc1)c1c(c2c2ccncc2)cccc1,47,3.0
4682,0.793694,[Cu].c1ccc2c(c1)c(C#Cc1ccncc1)c1c(c2C#Cc2ccncc2)cccc1,53,3.0
4683,1.506194,[Cu].c1ccc(nc1)C1=NN=C([N]1)c1ccccn1,36,3.0
4684,0.943089,[Cu].c1ccc(nc1)C1=NC=N[N]1,26,3.0
4685,1.773993,[Cu].c1ccc(cn1)CC1=NN=N[N]1,27,3.0
4686,1.513959,[Cu].c1ccc(cn1)C1=NN=N[N]1.c1ccc(cn1)C1=N[N]N=N1,48,3.0
4687,0.773644,[Cu].c1ccc(cn1)C1=NN=N[N]1,26,3.0
4688,1.513072,[Cu].c1ccc(cc1)c1cnc(o1)c1ccc(cc1)c1ncc(o1)c1ccccc1,51,4.0
4689,2.751853,[Cu].c1ccc(cc1)C1=C([N]C=N1)c1ccccc1,36,3.0
4690,0.950509,[Cu].c1cc(nc(c1)Nc1ccncc1)Nc1ccncc1,35,3.0
4691,1.266375,[Cu].[S]C#N.n1ccncc1,20,4.0
4692,0.885636,[Cu].[S]C#N.n1ccncc1,20,4.0
4693,0.800987,[Cu].[S]C#N.n1ccc(cc1)c1nnc([nH]1)c1ccncc1,42,4.0
4694,1.226421,[Cu].[S]C#N.n1ccc(cc1)c1nc2c([nH]1)cccc2,40,4.0
4695,0.356759,[Cu].[S]C#N.n1ccc(cc1)C1=N[N]C(=N[N]1)c1ccncc1,46,4.0
4696,1.280571,[Cu].[S]C#N.c1ccncn1,20,4.0
4697,1.931694,[Cu].[S]C#N.c1ccc2c(c1)n(cn2)Cn1cnc2c1cccc2,43,4.0
4698,1.453834,[Cu].[S]C#N.c1ccc2c(c1)n(cn2)CCn1cnc2c1cccc2,44,4.0
4699,1.481925,[Cu].[S]C#N.c1ccc2c(c1)n(CCCn1cnc3c1cccc3)cn2,45,4.0
4700,1.301214,[Cu].[S]C#N.c1ccc(cn1)c1nc2c([nH]1)cccc2,40,4.0
4701,0.078311,[Cu].[S]C#N.c1ccc(cn1)C1=N[N]C(=N[N]1)c1cccnc1,46,4.0
4702,0.506778,[Cu].[S]C#N,11,4.0
4703,0.863062,[Cu].[S]C#N,11,4.0
4704,1.820541,[Cu].[S]C#N,11,4.0
4705,2.170927,[Cu].[S]C#N,11,4.0
4706,1.733917,[Cu].[S]C#N,11,4.0
4707,1.8047,[Cu].[S]C#N,11,4.0
4708,1.161372,[Cu].[S]C#N,11,4.0
4709,0.29907,[Cu].[S]C#N,11,4.0
4710,0.740473,[Cu].[S]C#N,11,4.0
4711,1.328157,[Cu].[S]C#N,11,4.0
4712,1.047684,[Cu].[S]C#N,11,4.0
4713,0.831977,[Cu].[S]C#N,11,4.0
4714,0.870514,[Cu].[S]C#N,11,4.0
4715,0.859375,[Cu].[S]C#N,11,4.0
4716,0.857642,[Cu].[S]C#N,11,4.0
4717,1.23832,[Cu].[S]C#N,11,4.0
4718,0.727252,[Cu].[S]C#N,11,4.0
4719,1.382269,[Cu].[S]C#N,11,4.0
4720,1.050686,[Cu].[S]C#N,11,4.0
4721,1.124061,[Cu].[S]C#N,11,4.0
4722,1.493948,[Cu].[S]C#N,11,4.0
4723,0.788405,[Cu].[S]C#N,11,4.0
4724,0.735025,[Cu].[S]C#N,11,4.0
4725,0.435213,[Cu].[S]C#N,11,4.0
4726,0.486361,[Cu].[OH].c1ccnnc1,18,4.0
4727,0.830605,[Cu].[OH].c1ccnnc1,18,4.0
4728,0.441255,[Cu].[OH].[O][As]([O])[O],25,3.0
4729,0.337889,[Cu].[OH],9,2.0
4730,0.741486,[Cu].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O].c1ccc(cn1)C=Cc1c2ccccc2c(c2c1cccc2)C=Cc1cccnc1,94,5.0
4731,0.995666,[Cu].[O]S(c1cccc(c1)P(=O)(O)[O])([O])[O].[O]S(c1cccc(c1)P(=O)([O])O)([O])[O],76,5.0
4732,1.143112,[Cu].[O]S(c1cccc(c1)c1nc(nnc1c1cccc(c1)S([O])([O])[O])c1ccccn1)([O])[O].n1ccc(cc1)c1ccncc1,90,5.0
4733,0.911712,[Cu].[O]S(c1ccc(cc1)S([O])([O])[O])([O])[O],43,4.0
4734,0.93245,[Cu].[O]S(=O)(=O)[O].c1ncn(c1)Cc1cc(cc(c1)n1cncc1)n1cncc1,57,5.0
4735,0.837222,[Cu].[O]S(=O)(=O)[O].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,59,5.0
4736,0.709291,[Cu].[O]S(=O)(=O)[O].c1ncn(c1)c1ccc(s1)n1cncc1,46,5.0
4737,0.937579,[Cu].[O]S(=O)(=O)[O].c1ncn(c1)c1ccc(cc1)n1cncc1,47,5.0
4738,0.924243,[Cu].[O]S(=O)(=O)[O],20,3.0
4739,0.914354,[Cu].[O]P(=O)(O)O,17,3.0
4740,0.961629,[Cu].[O]P(=O)(CP(=O)(O)[O])O,28,4.0
4741,1.003191,[Cu].[O]P(=O)(CCCP(=O)([O])[O])O.[O][V][O],42,5.0
4742,1.013056,[Cu].[O]P(=O)(Cc1cccc(c1)CP(=O)(O)[O])O.[O]P(=O)(Cc1cccc(c1)CP(=O)([O])O)O,74,4.0
4743,1.005478,[Cu].[O]P(=O)(Cc1cccc(c1)CP(=O)(O)[O])O,39,4.0
4744,0.961453,[Cu].[O]P(=O)(Cc1ccc(cc1)CP(=O)(O)[O])O,39,4.0
4745,0.958525,[Cu].[O]P(=O)(Cc1ccc(cc1)CP(=O)(O)[O])O,39,4.0
4746,0.973852,[Cu].[O]P(=O)(Cc1cc(cc(c1)CP(=O)(O)[O])CP(=O)(O)O)O.n1ccc(cc1)c1ccncc1,70,5.0
4747,0.583256,[Cu].[O]P(=O)(c1ccncc1)[O],26,5.0
4748,0.975529,[Cu].[O]P(=O)(c1cccc(c1)P(=O)(O)[O])O,37,4.0
4749,1.025797,[Cu].[O]P(=O)(c1ccc(c2c1cccc2)P(=O)(O)[O])O.n1ccc(cc1)c1ccncc1,62,5.0
4750,0.734483,[Cu].[O]P(=O)([O])[O].[O][V][O],31,4.0
4751,0.970622,[Cu].[O]N(=O)=O.n1ccncc1,24,4.0
4752,0.902646,[Cu].[O]N(=O)=O,15,3.0
4753,0.966096,[Cu].[O]CCc1ccccn1.[O]N(=O)=O,29,4.0
4754,1.005539,[Cu].[O]CCc1ccccn1,18,4.0
4755,0.771134,[Cu].[O]c1ccccc1C1=NN=N[N]1,27,4.0
4756,0.843784,[Cu].[O]c1ccccc1C=Nc1ccccc1C(=O)[O-],36,4.0
4757,0.888261,[Cu].[O]c1ccccc1C=Nc1ccc(cc1)C(=O)[O-],38,4.0
4758,0.599867,[Cu].[O]c1ccccc1C=N[N]C(=O)c1ccccc1O,36,4.0
4759,0.948522,[Cu].[O]c1ccc(cc1C=NOCC[O])Br,29,5.0
4760,0.37468,[Cu].[O]c1c(cccc1O)C=NN=Cc1cccc(c1[O])[O],41,4.0
4761,0.61537,[Cu].[O-]C=O.n1ccncc1,21,4.0
4762,0.918006,[Cu].[O-]C=O.c1cnc(nc1)c1ncccn1,31,4.0
4763,0.890165,[Cu].[O-]C=O.[Sr],17,4.0
4764,0.435371,[Cu].[O-]C=O.[OH],17,3.0
4765,0.673027,[Cu].[O-]C=O,12,3.0
4766,0.795589,[Cu].[O-]C=O,12,3.0
4767,0.746975,[Cu].[O-]C=O,12,3.0
4768,0.883853,[Cu].[O-]C=O,12,3.0
4769,0.645339,[Cu].[O-]C=O,12,3.0
4770,0.868752,[Cu].[O-]C=O,12,3.0
4771,0.256081,[Cu].[O-]C=O,12,3.0
4772,0.861942,[Cu].[O-]C(=O)CSCC(=O)[O-],26,4.0
4773,0.908876,[Cu].[O-]C(=O)CSc1nc2c([nH]1)cccc2,34,5.0
4774,0.743492,[Cu].[O-]C(=O)COc1ccc(cc1)OCC(=O)[O-],37,3.0
4775,0.839529,[Cu].[O-]C(=O)CNCC(=O)[O-].n1ccc(cc1)c1ccncc1,45,4.0
4776,0.935137,[Cu].[O-]C(=O)CNCC(=O)[O-].[Tb],31,5.0
4777,0.935073,[Cu].[O-]C(=O)CNCC(=O)[O-].[Sm],31,5.0
4778,0.911144,[Cu].[O-]C(=O)CNCC(=O)[O-],26,4.0
4779,0.975423,[Cu].[O-]C(=O)Cn1nnc(c1)Cn1cncc1,32,4.0
4780,0.957403,[Cu].[O-]C(=O)Cn1cnnn1,22,4.0
4781,0.947275,[Cu].[O-]C(=O)Cn1cnnn1,22,4.0
4782,0.977588,[Cu].[O-]C(=O)Cn1cncc1,22,4.0
4783,0.934492,[Cu].[O-]C(=O)Cn1cnc2c1cccc2,28,4.0
4784,0.752576,[Cu].[O-]C(=O)CN1CCN(CC(=O)[O-])CC(=O)NCCNC(=O)C1,49,4.0
4785,0.897875,[Cu].[O-]C(=O)CN1[CH]N=C[N]1,28,4.0
4786,0.944492,[Cu].[O-]C(=O)CN=Cc1ccccc1[O],29,4.0
4787,0.552852,[Cu].[O-]C(=O)CN=Cc1cc(Cl)ccc1[O],33,5.0
4788,0.852243,[Cu].[O-]C(=O)CN(Cc1ccccn1)CC(=O)[O-],37,4.0
4789,0.871697,[Cu].[O-]C(=O)CN(Cc1ccccc1)CC(=O)[O-],37,4.0
4790,0.881446,[Cu].[O-]C(=O)CN(Cc1ccc(cc1)Cl)CC(=O)[O-],41,5.0
4791,0.882756,[Cu].[O-]C(=O)CN(Cc1ccc(cc1)C)CC(=O)[O-],40,4.0
4792,0.969717,[Cu].[O-]C(=O)CN,16,4.0
4793,0.909723,[Cu].[O-]C(=O)CCCCCCCCC(=O)[O-],31,3.0
4794,0.898134,[Cu].[O-]C(=O)CCCCCCC(=O)[O-],29,3.0
4795,0.907866,[Cu].[O-]C(=O)CCCCCC(=O)[O-],28,3.0
4796,0.918029,[Cu].[O-]C(=O)CCCCC(=O)O.[O-]C(=O)CCCCC(=O)[O-],47,3.0
4797,0.843312,[Cu].[O-]C(=O)CCCCC(=O)[O-].n1ccc(cc1)c1ccncc1,46,4.0
4798,0.887778,[Cu].[O-]C(=O)CCCCC(=O)[O-].n1ccc(cc1)c1ccncc1,46,4.0
4799,0.937405,[Cu].[O-]C(=O)CCCCC(=O)[O-],27,3.0
4800,0.933079,[Cu].[O-]C(=O)CCCCC(=O)[O-],27,3.0
4801,0.763129,[Cu].[O-]C(=O)CCCCC(=O)[O-],27,3.0
4802,0.887776,[Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)c1ccncc1,45,4.0
4803,0.850743,[Cu].[O-]C(=O)CCCC(=O)[O-],26,3.0
4804,0.959976,[Cu].[O-]C(=O)CCc1cccnc1,24,4.0
4805,0.870861,[Cu].[O-]C(=O)CCC(C(=O)[O-])(C)C.c1ccc(c(c1)Cn1cncc1)Cn1cncc1,61,4.0
4806,0.967482,[Cu].[O-]C(=O)CCC(=O)[O-].c1ncn(c1)Cn1cncc1,43,4.0
4807,0.72935,[Cu].[O-]C(=O)CCC(=O)[O-].[O]Cc1ccccn1,38,4.0
4808,0.737215,[Cu].[O-]C(=O)CCC(=O)[O-],25,3.0
4809,0.579723,[Cu].[O-]C(=O)CCC(=O)[O-],25,3.0
4810,0.915137,[Cu].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-].n1ccc(cc1)c1ccncc1,54,4.0
4811,0.899654,[Cu].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-],35,3.0
4812,0.865123,[Cu].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-],35,3.0
4813,0.863455,[Cu].[O-]C(=O)CC(C(=O)[O-])O.n1ccc(cc1)c1ccncc1,47,4.0
4814,0.880575,[Cu].[O-]C(=O)CC(C(=O)[O-])N.c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,57,4.0
4815,0.895317,[Cu].[O-]C(=O)CC(C(=O)[O-])N,28,4.0
4816,0.883916,[Cu].[O-]C(=O)CC(C(=O)[O-])[O].[O][U][O],40,4.0
4817,0.678761,[Cu].[O-]C(=O)CC(=O)[O-].n1ccc(cc1)c1nnc(s1)c1ccncc1,52,5.0
4818,0.852883,[Cu].[O-]C(=O)CC(=O)[O-],24,3.0
4819,0.926745,[Cu].[O-]C(=O)CC#N.n1ccncc1,27,4.0
4820,0.952918,[Cu].[O-]C(=O)CC#N.n1ccc(cc1)C=Cc1ccncc1,40,4.0
4821,0.884257,[Cu].[O-]C(=O)c1oc(cc(=O)c1)C(=O)[O-],37,3.0
4822,0.955894,[Cu].[O-]C(=O)c1nnn(c1C)c1ccccc1,32,4.0
4823,0.763849,[Cu].[O-]C(=O)c1nccnc1C(=O)[O-].n1ccncc1,40,4.0
4824,0.879361,[Cu].[O-]C(=O)c1nccnc1C(=O)[O-].n1ccncc1,40,4.0
4825,0.755742,[Cu].[O-]C(=O)c1nccnc1C(=O)[O-].n1ccc(cc1)c1ccncc1,50,4.0
4826,0.190286,[Cu].[O-]C(=O)c1nccnc1C(=O)[O-].n1ccc(cc1)C1=N[N]C(=N[N]1)c1ccncc1,66,4.0
4827,0.703988,[Cu].[O-]C(=O)c1nccnc1C(=O)[O-],31,4.0
4828,0.891845,[Cu].[O-]C(=O)c1ncccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,50,4.0
4829,0.910065,[Cu].[O-]C(=O)c1nccc(c1)C(F)(F)F,32,5.0
4830,0.695704,[Cu].[O-]C(=O)c1nc(C)c(nc1C)C(=O)[O-],37,4.0
4831,0.867906,[Cu].[O-]C(=O)C1CSC(=N1)c1ccccc1[O],35,5.0
4832,0.879929,[Cu].[O-]C(=O)c1cncs1,21,5.0
4833,0.967353,[Cu].[O-]C(=O)c1cncs1,21,5.0
4834,0.906136,[Cu].[O-]C(=O)c1cncc(n1)C(=O)[O-].n1ccc(cc1)c1ccncc1,52,4.0
4835,0.904465,[Cu].[O-]C(=O)c1cncc(c1)c1ccccc1C(=O)[O-],41,4.0
4836,1.116824,[Cu].[O-]C(=O)c1cnc(cn1)C,25,4.0
4837,0.914692,[Cu].[O-]C(=O)c1ccncc1,22,4.0
4838,0.926001,[Cu].[O-]C(=O)c1ccncc1,22,4.0
4839,0.818805,[Cu].[O-]C(=O)c1ccnc2c1cccc2,28,4.0
4840,0.930997,[Cu].[O-]C(=O)c1ccnc(c1)C(=O)[O-].[Sr],38,5.0
4841,0.845081,[Cu].[O-]C(=O)c1ccnc(c1)C(=O)[O-],33,4.0
4842,0.897764,[Cu].[O-]C(=O)c1cccnc1c1ncccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,58,4.0
4843,0.936648,[Cu].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,40,4.0
4844,0.889295,[Cu].[O-]C(=O)c1cccnc1,22,4.0
4845,0.868363,[Cu].[O-]C(=O)C1CCCN(C1)CP(=O)(O)[O].[O-]C(=O)C1CCCN(C1)CP(=O)([O])O,68,5.0
4846,0.831216,[Cu].[O-]C(=O)C1CCCN(C1)CP(=O)(O)[O].[O-]C(=O)C1CCCN(C1)CP(=O)([O])O,68,5.0
4847,0.86873,[Cu].[O-]C(=O)c1ccccc1N=Cc1ccccn1,33,4.0
4848,0.795774,[Cu].[O-]C(=O)c1ccccc1N=Cc1c([O])ccc2c1cccc2,44,4.0
4849,0.858423,[Cu].[O-]C(=O)c1ccccc1c1ccccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,58,4.0
4850,0.864689,[Cu].[O-]C(=O)c1ccccc1C(=O)[O-],31,3.0
4851,0.848916,[Cu].[O-]C(=O)c1ccccc1C(=O)[O-],31,3.0
4852,0.939986,[Cu].[O-]C(=O)c1ccccc1[O].n1ccc(cc1)c1ccncc1,44,4.0
4853,0.71014,[Cu].[O-]C(=O)c1cccc2c1cccn2,28,4.0
4854,0.871743,[Cu].[O-]C(=O)c1cccc2c1cccn2,28,4.0
4855,0.898844,[Cu].[O-]C(=O)c1cccc(n1)C(=O)[O-],33,4.0
4856,0.68009,[Cu].[O-]C(=O)c1cccc(c1)c1cncc(c1)c1cccc(c1)C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,82,4.0
4857,0.925613,[Cu].[O-]C(=O)c1cccc(c1)c1cccnc1,32,4.0
4858,0.442191,[Cu].[O-]C(=O)c1cccc(c1)C(=O)O.[O-]C(=O)c1cccc(c1)C(=O)[O-],59,3.0
4859,0.949505,[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-].c1ncn(c1)Cc1nc2c([nH]1)cccc2,62,4.0
4860,0.888435,[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-].c1ccc(cn1)CN1CCN(CC1)Cc1cccnc1,64,4.0
4861,0.977132,[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-],33,3.0
4862,0.502841,[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-],33,3.0
4863,0.723077,[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-],33,3.0
4864,1.86061,[Cu].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].c1ccc(cc1)P(c1ccccn1)c1ccccn1,71,5.0
4865,0.95999,[Cu].[O-]C(=O)c1ccc2c(c1)[nH]c(n2)C,35,4.0
4866,0.836086,[Cu].[O-]C(=O)c1ccc(s1)C(=O)[O-].n1ccc(cc1)[C]1N[N]C(=N1)c1ccncc1.n1ccc(cc1)c1[nH]nc(n1)c1ccncc1,96,5.0
4867,0.955216,[Cu].[O-]C(=O)c1ccc(s1)C(=O)[O-],32,4.0
4868,0.885861,[Cu].[O-]C(=O)c1ccc(s1)C(=O)[O-],32,4.0
4869,0.8048,[Cu].[O-]C(=O)c1ccc(s1)C(=O)[O-],32,4.0
4870,0.782104,[Cu].[O-]C(=O)c1ccc(nc1c1nc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],61,4.0
4871,0.91058,[Cu].[O-]C(=O)c1ccc(cc1c1ccc(cc1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],71,3.0
4872,0.99596,[Cu].[O-]C(=O)c1ccc(cc1)P(=O)(O)[O].[O-]C(=O)c1ccc(cc1)P(=O)([O])O,66,4.0
4873,0.515908,[Cu].[O-]C(=O)c1ccc(cc1)P(=O)([O])[O],37,4.0
4874,0.357095,[Cu].[O-]C(=O)c1ccc(cc1)P(=O)([O])[O],37,4.0
4875,0.925026,[Cu].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].c1ccc(cn1)[CH][N][N][CH]c1cccnc1,77,4.0
4876,0.61996,[Cu].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[O]CCN(CCO)CCO,59,4.0
4877,0.71003,[Cu].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[O]CCN(CCO)C,57,4.0
4878,0.616604,[Cu].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[O]CCN(CC[O])C,59,4.0
4879,0.926637,[Cu].[O-]C(=O)c1ccc(cc1)n1ncnc1,31,4.0
4880,0.94994,[Cu].[O-]C(=O)c1ccc(cc1)n1cncc1,31,4.0
4881,1.36739,[Cu].[O-]C(=O)c1ccc(cc1)n1c(C)nnc1c1cccnc1,42,4.0
4882,0.912291,[Cu].[O-]C(=O)c1ccc(cc1)Cn1cccc(c1=O)C(=O)[O-],46,4.0
4883,0.741951,[Cu].[O-]C(=O)c1ccc(cc1)CN1[N]C=N[CH]1,38,4.0
4884,0.940774,[Cu].[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1,35,4.0
4885,0.914627,[Cu].[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1,35,4.0
4886,0.954053,[Cu].[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])(O)O,50,3.0
4887,0.830083,[Cu].[O-]C(=O)C1CCC(CC1)C(=O)[O-].n1ccc(cc1)CN1CCN(CC1)Cc1ccncc1,64,4.0
4888,0.962434,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,52,4.0
4889,0.908987,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ncn(c1)Cn1cncc1,51,4.0
4890,0.879974,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ccc(cn1)CN1CCN(CC1)Cc1cccnc1,64,4.0
4891,0.976075,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ccc(c(c1)Cn1ncnc1)Cn1ncnc1,62,4.0
4892,0.929214,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]CCN(CCO)CCO,48,4.0
4893,0.707681,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(nc(c1)c1nccnc1)c1nccnc1,81,4.0
4894,0.911599,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4895,0.934444,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4896,0.886783,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4897,0.926015,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4898,0.945682,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4899,0.924644,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4900,0.8546,[Cu].[O-]C(=O)C1CCC(CC1)C(=O)[O-],33,3.0
4901,0.930526,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4902,0.942211,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4903,0.891719,[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],33,3.0
4904,0.899272,[Cu].[O-]C(=O)c1ccc(cc1)[C]1N[N]C(=N1)c1cccnc1,46,4.0
4905,0.750053,[Cu].[O-]C(=O)c1cc2c(cc1C(=O)[O-])C(=O)c1c(C2=O)cc(c(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,94,4.0
4906,1.71017,[Cu].[O-]C(=O)c1cc(OCc2cccnc2)cc(c1)OCc1cccnc1,46,4.0
4907,0.752596,[Cu].[O-]C(=O)c1cc(Cl)cnc1,26,5.0
4908,1.555124,[Cu].[O-]C(=O)c1cc(cc(c1)n1c(C)nnc1c1ccncc1)C(=O)O,50,4.0
4909,0.857921,[Cu].[O-]C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O.[OH],45,4.0
4910,0.888024,[Cu].[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)O.n1ccc(cc1)C=Cc1ccncc1,61,4.0
4911,0.337955,[Cu].[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-].c1ccc(nc1)n1cnnc1c1ccccn1,68,4.0
4912,0.955226,[Cu].[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-],42,4.0
4913,0.891586,[Cu].[O-]C(=O)c1cc(cc(c1)c1ccncc1)c1ccncc1,42,4.0
4914,0.81592,[Cu].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,62,4.0
4915,0.902551,[Cu].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-],43,4.0
4916,0.128388,[Cu].[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-].[OH],51,4.0
4917,0.932032,[Cu].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,89,4.0
4918,0.903902,[Cu].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-].c1ccc(cn1)c1nnc(o1)c1cccnc1,69,4.0
4919,0.791981,[Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccncc1,53,4.0
4920,0.530288,[Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,80,4.0
4921,0.63073,[Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],49,3.0
